Company_Name,Talk_E,Talk_S,Talk_G,Walk_E,Walk_S,Walk_G,Gap_E,Gap_S,Gap_G,Final_E,Final_S,Final_G,Final_ESG_Score,Confidence_Level,Risk_Flag
INDEGENE LTD,0.6919,0.6486,0.7551000000000001,0.0,0.0,0.1527,0.6919,0.6486,0.6024,0.10378500000000002,0.09729000000000002,0.24306000000000005,13.659030000000003,High,Greenwashing Risk
SBI LIFE INSURANCE CO LTD,0.1,0.1,0.1,0.0,0.0,0.8352,0.1,0.1,-0.7352000000000001,0.015000000000000006,0.015000000000000006,0.54112,13.653000000000002,High,High Volatility | Low Disclosure
ALOK INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.3849,0.2316,0.1,-0.28490000000000004,-0.1316,0.015000000000000006,0.27094,0.17896,13.533140000000001,High,Low Disclosure
CAMPUS ACTIVEWEAR LTD,0.5772999999999999,0.4103,0.5631,0.0,0.0295,0.231,0.5772999999999999,0.3808,0.33210000000000006,0.086595,0.08662,0.28081500000000004,13.515775000000001,High,Greenwashing Risk
HAPPIEST MINDS TECHNOLOGIES,0.7121,0.5801,0.7459,0.0,0.0,0.2013,0.7121,0.5801,0.5446,0.106815,0.08701500000000001,0.28299,13.472075,Medium,Greenwashing Risk | High Volatility
OBEROI REALTY LTD,0.1,0.1,0.1,0.2212,0.0,0.2923,-0.1212,0.1,-0.1923,0.17272,0.015000000000000006,0.21538000000000002,13.44918,High,Low Disclosure
ONESOURCE SPECIALTY PHARMA L,0.1,0.1,0.1,0.0,0.293,0.3373,0.1,-0.19299999999999998,-0.23729999999999998,0.015000000000000006,0.2158,0.24237999999999998,13.409300000000002,Medium,Low Disclosure
SUNDRAM FASTENERS LTD,0.7109000000000001,0.5589,0.3886,0.0,0.0,0.2593,0.7109000000000001,0.5589,0.12930000000000003,0.10663500000000004,0.08383499999999999,0.27869499999999997,13.258199999999999,Medium,Greenwashing Risk | High Volatility
SYRMA SGS TECHNOLOGY LTD,0.7603,0.3439,0.6283,0.0,0.0,0.2421,0.7603,0.3439,0.3862,0.11404500000000001,0.05158499999999999,0.30003,13.117865000000002,High,Greenwashing Risk | High Volatility
PIDILITE INDUSTRIES LTD,0.8190000000000001,0.6762,0.7476999999999999,0.0,0.0,0.1229,0.8190000000000001,0.6762,0.6247999999999999,0.12285000000000004,0.10142999999999999,0.21661999999999995,12.96523,High,Greenwashing Risk | High Volatility
FINOLEX CABLES LTD,0.6353,0.4143,0.6597,0.0573,0.0,0.1021,0.578,0.4143,0.5576,0.144,0.062145000000000006,0.18574,12.905995,High,Greenwashing Risk
SUZLON ENERGY LTD,0.1,0.1,0.1,0.0,0.2616,0.3425,0.1,-0.1616,-0.24250000000000002,0.015000000000000006,0.19696,0.24550000000000002,12.90326,High,Low Disclosure
ANANT RAJ LTD,0.3182,0.29710000000000003,0.7669,0.0,0.0,0.3054,0.3182,0.29710000000000003,0.4615,0.04773000000000001,0.04456500000000001,0.374625,12.847259999999999,Medium,No Risk
JUBILANT INGREVIA LTD,0.9129,0.8452,0.8175,0.0,0.0263,0.0,0.9129,0.8189,0.8175,0.13693500000000003,0.14913500000000002,0.12262500000000001,12.713950000000002,High,Greenwashing Risk | High Volatility
PATANJALI FOODS LTD,0.1,0.1,0.1,0.0,0.0,0.6994,0.1,0.1,-0.5994,0.015000000000000006,0.015000000000000006,0.45964000000000005,12.616000000000001,High,Low Disclosure
CASTROL INDIA LTD,0.1,0.1,0.1,0.0,0.0872,0.5376,0.1,0.012800000000000006,-0.4376,0.015000000000000006,0.08912,0.36256,12.486720000000002,High,Low Disclosure
LAURUS LABS LTD,0.1,0.1,0.1,0.0,0.1086,0.5031,0.1,-0.008599999999999997,-0.4031,0.015000000000000006,0.10516,0.34185999999999994,12.466459999999998,High,Low Disclosure
GLAND PHARMA LTD,0.7045,0.5542,0.532,0.0,0.0,0.1961,0.7045,0.5542,0.33590000000000003,0.10567499999999999,0.08313000000000001,0.24648499999999995,12.388855,Medium,Greenwashing Risk | High Volatility
FIVE-STAR BUSINESS FINANCE L,0.1,0.1,0.1,0.0,0.0,0.6801,0.1,0.1,-0.5801000000000001,0.015000000000000006,0.015000000000000006,0.44806,12.326500000000001,High,Low Disclosure
ADANI ENERGY SOLUTIONS,0.8751000000000001,0.8959999999999999,0.8833,0.0,0.0,0.0,0.8751000000000001,0.8959999999999999,0.8833,0.13126500000000005,0.13440000000000002,0.13249500000000003,12.254435000000003,Low,Greenwashing Risk | High Volatility
APL APOLLO TUBES LTD,0.1,0.1,0.1,0.3653,0.0,0.0,-0.2653,0.1,0.1,0.25918,0.015000000000000006,0.015000000000000006,12.243920000000001,High,Low Disclosure
ASHOK LEYLAND LTD_FY2023-24,0.895,0.7859,0.8415,0.0,0.0,0.0,0.895,0.7859,0.8415,0.13425000000000004,0.11788500000000002,0.126225,11.717060000000002,Low,Greenwashing Risk | High Volatility
ORACLE FINANCIAL SERVICES,0.1,0.1,0.1,0.0,0.293,0.2236,0.1,-0.19299999999999998,-0.12359999999999999,0.015000000000000006,0.2158,0.17416,11.703800000000001,Medium,Low Disclosure
MRPL,0.8781,0.797,0.8184999999999999,0.0,0.0,0.0,0.8781,0.797,0.8184999999999999,0.131715,0.11955000000000002,0.122775,11.570885,Low,Greenwashing Risk | High Volatility
HSCL_20052025173733_BRSRFY202425,0.8286,0.8708,0.8005,0.0,0.0,0.0,0.8286,0.8708,0.8005,0.12429000000000001,0.13062,0.12007500000000004,11.519855000000002,Low,Greenwashing Risk | High Volatility
HERO MOTOCORP LTD,0.1,0.1,0.1,0.1939,0.1601,0.0,-0.09389999999999998,-0.06009999999999999,0.1,0.15633999999999998,0.13606000000000001,0.015000000000000006,11.47182,High,Low Disclosure
SBIN_26062025191305_mergedDSC,0.7537999999999999,0.868,0.8833,0.0,0.0,0.0,0.7537999999999999,0.868,0.8833,0.11307000000000003,0.1302,0.13249500000000003,11.323655000000002,Low,Greenwashing Risk | High Volatility
RADICO KHAITAN LTD,0.1,0.1,0.1,0.0,0.0,0.6099,0.1,0.1,-0.5099,0.015000000000000006,0.015000000000000006,0.40593999999999997,11.2735,High,Low Disclosure
LTIMINDTREE LTD,0.1,0.1,0.1,0.0,0.4757,0.0,0.1,-0.37570000000000003,0.1,0.015000000000000006,0.32542000000000004,0.015000000000000006,11.123020000000002,High,Low Disclosure
PIIND_21072025195914_BRSR_2025_signed,0.8731,0.6557999999999999,0.7924,0.0,0.0,0.0,0.8731,0.6557999999999999,0.7924,0.130965,0.09837000000000001,0.11886000000000002,10.783430000000001,Low,Greenwashing Risk | High Volatility
ZENSARTECH_01072025181715_SEIntimationBRSRF,0.7679,0.8088,0.7876000000000001,0.0,0.0,0.0,0.7679,0.8088,0.7876000000000001,0.11518500000000004,0.12132000000000004,0.11814000000000002,10.782560000000004,Low,Greenwashing Risk | High Volatility
GLENMARK PHARMACEUTICALS LTD,0.34340000000000004,0.292,0.3822,0.0,0.0,0.2687,0.34340000000000004,0.292,0.11349999999999999,0.05151,0.043800000000000006,0.28572500000000006,10.767365000000002,Medium,No Risk
FIRSTSOURCE SOLUTIONS LTD,0.7897,0.7857999999999999,0.7526,0.0,0.0,0.0,0.7897,0.7857999999999999,0.7526,0.118455,0.11787,0.11289000000000002,10.688240000000002,Medium,Greenwashing Risk | High Volatility
SUZLON1_29082025214547_Business_Responsibility_and_Sustainability_Report,0.8617,0.6514,0.7789,0.0,0.0,0.0,0.8617,0.6514,0.7789,0.12925500000000004,0.09771000000000002,0.11683500000000005,10.637105000000004,Low,Greenwashing Risk | High Volatility
MPHASIS_01072025191435_SubmissionofBRSR2025,0.8497,0.6446,0.7864,0.0,0.0,0.0,0.8497,0.6446,0.7864,0.127455,0.09669000000000003,0.11796000000000001,10.55441,Low,Greenwashing Risk | High Volatility
TTML_23062025115325_TTML_532371_BRSR,0.8103,0.7323999999999999,0.7382,0.0,0.0,0.0,0.8103,0.7323999999999999,0.7382,0.12154500000000001,0.10986000000000001,0.11073,10.52189,Low,Greenwashing Risk | High Volatility
JYOTI CNC AUTOMATION LTD,0.1,0.1,0.1,0.0,0.0,0.5584,0.1,0.1,-0.45840000000000003,0.015000000000000006,0.015000000000000006,0.37504000000000004,10.501000000000001,Medium,Low Disclosure
PERSISTENTUSER1_25062025134906_PSLBusinessResponsibilityandSustainabilityReport2025signed,0.8513,0.6304,0.7726000000000001,0.0,0.0,0.0,0.8513,0.6304,0.7726000000000001,0.127695,0.09456,0.11589000000000002,10.44719,Low,Greenwashing Risk | High Volatility
HINDUNILVR_18072025110703_BRSRPDF,0.8375,0.6383,0.7789,0.0,0.0,0.0,0.8375,0.6383,0.7789,0.12562500000000001,0.095745,0.11683500000000005,10.41647,Low,Greenwashing Risk | High Volatility
Sai Life Sciences Sustainability Report - 2023-24,0.8741,0.7256999999999999,0.5817,0.0,0.0,0.0,0.8741,0.7256999999999999,0.5817,0.131115,0.10885500000000001,0.087255,10.32494,Low,Greenwashing Risk | High Volatility
HEG LTD,0.8656,0.6295000000000001,0.7003,0.0,0.0,0.0,0.8656,0.6295000000000001,0.7003,0.12984000000000004,0.09442500000000001,0.10504500000000003,10.266260000000003,Medium,Greenwashing Risk | High Volatility
SUNSEC_04072025192506_BRSRwithnote,0.7789,0.7058,0.7468,0.0,0.0,0.0,0.7789,0.7058,0.7468,0.11683500000000005,0.10587000000000002,0.11202000000000004,10.223210000000003,Low,Greenwashing Risk | High Volatility
J.B. CHEMICALS & PHARMA LTD,0.8162999999999999,0.6559,0.742,0.0,0.0,0.0,0.8162999999999999,0.6559,0.742,0.122445,0.09838500000000003,0.11130000000000001,10.220015000000002,Low,Greenwashing Risk | High Volatility
APOLLO TYRES LTD_24_25,0.8254,0.6193,0.7709999999999999,0.0,0.0,0.0,0.8254,0.6193,0.7709999999999999,0.12381,0.092895,0.11565000000000003,10.218635000000003,Low,Greenwashing Risk | High Volatility
AXIS BANK LTD_24_25,0.7511,0.7623000000000001,0.7097,0.0,0.0,0.0,0.7511,0.7623000000000001,0.7097,0.11266500000000004,0.11434500000000006,0.10645500000000002,10.163330000000006,Low,Greenwashing Risk | High Volatility
NATIONAL ALUMINIUM CO LTD,0.7459,0.7172,0.7731,0.0,0.0,0.0,0.7459,0.7172,0.7731,0.11188500000000001,0.10757999999999998,0.11596500000000001,10.157044999999998,Low,Greenwashing Risk | High Volatility | Low Coverage
RHI MAGNESITA INDIA LTD,0.6951,0.5568,0.5822999999999999,0.0,0.0,0.0362,0.6951,0.5568,0.5460999999999999,0.104265,0.08352000000000001,0.118115,10.129654999999998,High,Greenwashing Risk
Wipro Ltd,0.8456999999999999,0.5589999999999999,0.7852,0.0,0.0,0.0,0.8456999999999999,0.5589999999999999,0.7852,0.126855,0.08385000000000001,0.11778000000000002,10.125470000000002,Low,Greenwashing Risk | High Volatility
HMILNSE_06082025151818_BRSRReport,0.7896,0.7468,0.6459,0.0,0.0,0.0,0.7896,0.7468,0.6459,0.11844000000000002,0.11202000000000004,0.09688500000000003,10.106105000000003,Low,Greenwashing Risk | High Volatility
GRASIM_21072025201038_SEIntimationBRSR,0.8273999999999999,0.619,0.7328,0.0,0.0,0.0,0.8273999999999999,0.619,0.7328,0.12411,0.09285000000000002,0.10991999999999999,10.08719,Low,Greenwashing Risk | High Volatility
AARTIIND_10072024192757_AARTIIND_BRSR,0.8284999999999999,0.5685,0.7672,0.0,0.0,0.0,0.8284999999999999,0.5685,0.7672,0.124275,0.08527500000000002,0.11508000000000004,9.988625000000003,Low,Greenwashing Risk | High Volatility
HFCL Ltd,0.7909,0.6218,0.7667,0.0,0.0,0.0,0.7909,0.6218,0.7667,0.11863500000000002,0.09327000000000002,0.11500500000000005,9.986435000000002,Low,Greenwashing Risk | High Volatility
MAXHEALTH_05072025101359_SE_Intimation_BRSR,0.7601,0.6436,0.792,0.0,0.0,0.0,0.7601,0.6436,0.792,0.11401500000000003,0.09654000000000001,0.11880000000000002,9.979400000000002,Low,Greenwashing Risk | High Volatility
ASIAN PAINTS LTD_24_25,0.8431000000000001,0.5217,0.7966,0.0,0.0,0.0,0.8431000000000001,0.5217,0.7966,0.12646500000000002,0.07825500000000002,0.11949000000000004,9.977615000000004,Low,Greenwashing Risk | High Volatility
SGLOBAL_01092025214735_brsr25signed,0.7678,0.682,0.7292000000000001,0.0,0.0,0.0,0.7678,0.682,0.7292000000000001,0.11517000000000005,0.10230000000000003,0.10938000000000003,9.973280000000004,Low,Greenwashing Risk | High Volatility
MANKIND4_15072025190737_BRSR_SD,0.8321999999999999,0.5442,0.7829,0.0,0.0,0.0,0.8321999999999999,0.5442,0.7829,0.12483000000000002,0.08163000000000001,0.11743500000000004,9.958925000000002,Low,Greenwashing Risk | High Volatility
AAVAS FINANCIERS LTD 24-25,0.7184,0.7415,0.7343000000000001,0.0,0.0,0.0,0.7184,0.7415,0.7343000000000001,0.10776,0.11122500000000002,0.11014500000000002,9.943040000000002,Low,Greenwashing Risk | High Volatility
UPL_03072025175450_BRSRintimation,0.782,0.6309,0.7553,0.0,0.0,0.0,0.782,0.6309,0.7553,0.11730000000000002,0.09463500000000002,0.113295,9.927260000000002,Low,Greenwashing Risk | High Volatility
IOC_07082025163501_66_AGM_24_25_Cover_letter_and_BRSR_SEs,0.853,0.5770000000000001,0.6969,0.0,0.0,0.0,0.853,0.5770000000000001,0.6969,0.12795,0.08655000000000002,0.10453500000000002,9.926225,Low,Greenwashing Risk | High Volatility
JIOFIN_05082025132019_BRSR,0.7212000000000001,0.6947,0.7823,0.0,0.0,0.0,0.7212000000000001,0.6947,0.7823,0.10818,0.10420500000000002,0.11734500000000003,9.923900000000001,Low,Greenwashing Risk | High Volatility
CIPLA_19062025212416_BRSRFY25SEIntimation_signed,0.757,0.6815000000000001,0.7326999999999999,0.0,0.0,0.0,0.757,0.6815000000000001,0.7326999999999999,0.11355000000000001,0.10222500000000004,0.10990499999999997,9.912800000000002,Low,Greenwashing Risk | High Volatility
L&T FINANCE LTD,0.8214,0.5589,0.7706999999999999,0.0,0.0,0.0,0.8214,0.5589,0.7706999999999999,0.12321000000000001,0.08383499999999999,0.11560500000000001,9.910250000000001,Low,Greenwashing Risk | High Volatility
VOLTAS_RB_18062025170206_SE_Intimation_BRSR_signed,0.8312999999999999,0.5492,0.7618,0.0,0.0,0.0,0.8312999999999999,0.5492,0.7618,0.124695,0.08238000000000001,0.11427000000000004,9.897110000000001,Low,Greenwashing Risk | High Volatility
VEDL_19062025105048_VEDLSEIntimationBRSRwithAssurancesigned,0.743,0.6328,0.8126000000000001,0.0,0.0,0.0,0.743,0.6328,0.8126000000000001,0.11145000000000002,0.09492,0.12189000000000003,9.893570000000002,Low,Greenwashing Risk | High Volatility
PEL2024_21082025225003_BRSR_SE_sd,0.8089,0.5941,0.7439,0.0,0.0,0.0,0.8089,0.5941,0.7439,0.12133500000000003,0.089115,0.11158499999999999,9.89093,Low,Greenwashing Risk | High Volatility
ALKEM LABORATORIES LTD_23_24,0.8377,0.5517,0.7426,0.0,0.0,0.0,0.8377,0.5517,0.7426,0.12565500000000004,0.082755,0.11139000000000002,9.878975000000002,Low,Greenwashing Risk | High Volatility
ADANI ENTERPRISES LTD_29052024203210_AELIntimationforsubmissionofBRSR,0.8522,0.5072,0.7707999999999999,0.0,0.0,0.0,0.8522,0.5072,0.7707999999999999,0.12783000000000003,0.07608000000000001,0.11562,9.873500000000002,Low,Greenwashing Risk | High Volatility
BAJAJ AUTO LTD_FY2024-25,0.821,0.5728,0.7411,0.0,0.0,0.0,0.821,0.5728,0.7411,0.12315000000000004,0.08592,0.11116499999999999,9.861245,Low,Greenwashing Risk | High Volatility
MUTHOOTFIN_08082025205313_BRSR__Annual_Report_merged_SD,0.7494,0.6689,0.7462000000000001,0.0,0.0,0.0,0.7494,0.6689,0.7462000000000001,0.11240999999999998,0.10033500000000001,0.11193,9.854675,Low,Greenwashing Risk | High Volatility
TCS_CORPCS_30062025164004_BRSR-2024-25,0.8456,0.49450000000000005,0.7843000000000001,0.0,0.0,0.0,0.8456,0.49450000000000005,0.7843000000000001,0.12684000000000004,0.07417500000000002,0.11764500000000003,9.821510000000004,Low,Greenwashing Risk | High Volatility
AMARA RAJA ENERGY & MOBILITY - 2023-24,0.8423999999999999,0.6883,0.5475,0.0,0.0,0.0,0.8423999999999999,0.6883,0.5475,0.12636,0.103245,0.082125,9.813559999999999,Low,Greenwashing Risk | High Volatility
SBICARDS_31072025204046_SEFilingBRSRJuly2025,0.8303,0.5089,0.7907,0.0,0.0,0.0,0.8303,0.5089,0.7907,0.12454500000000002,0.07633500000000001,0.11860500000000002,9.811490000000001,Low,Greenwashing Risk | High Volatility
Schaeffler India Limited_IAR_2024_Business Responsibility and Sustainability Report,0.7476999999999999,0.6075,0.8104,0.0,0.0,0.0,0.7476999999999999,0.6075,0.8104,0.11215499999999998,0.09112500000000001,0.12156,9.798695,Low,Greenwashing Risk | High Volatility
abb-india-brsr-2024-report,0.8387,0.5205,0.7570999999999999,0.0,0.0,0.0,0.8387,0.5205,0.7570999999999999,0.125805,0.078075,0.11356500000000003,9.794870000000001,Low,Greenwashing Risk | High Volatility
COFORGE_29082025145633_Intimation_of_BRSR,0.8006,0.5832999999999999,0.7421,0.0,0.0,0.0,0.8006,0.5832999999999999,0.7421,0.12009000000000003,0.08749499999999999,0.111315,9.77918,Low,Greenwashing Risk | High Volatility
PAGEIND_07082025175107_BRSR202425,0.7970999999999999,0.5695,0.7636,0.0,0.0,0.0,0.7970999999999999,0.5695,0.7636,0.11956500000000003,0.085425,0.11454,9.772535000000003,Low,Greenwashing Risk | High Volatility
MCDOWELL_06082025142128_SEIntimationBRSR_F,0.8772,0.4474,0.7726999999999999,0.0,0.0,0.0,0.8772,0.4474,0.7726999999999999,0.13158000000000003,0.06711,0.11590500000000004,9.767555000000002,Low,Greenwashing Risk | High Volatility
KEI_07072025173957_BRSRDSC,0.8327,0.5179,0.7634000000000001,0.0,0.0,0.0,0.8327,0.5179,0.7634000000000001,0.12490500000000004,0.077685,0.11451000000000006,9.766805000000003,Low,Greenwashing Risk | High Volatility
HINDZINCNSE_01082025184432_SEIntimationBRSR01082025,0.7268000000000001,0.624,0.8177,0.0,0.0,0.0,0.7268000000000001,0.624,0.8177,0.10902,0.09360000000000002,0.12265500000000004,9.764855,Low,Greenwashing Risk | High Volatility
TRIVENI TURBINE LTD,0.7908,0.6262,0.6959000000000001,0.0,0.0,0.0,0.7908,0.6262,0.6959000000000001,0.11862,0.09392999999999999,0.10438500000000003,9.740735,Medium,Greenwashing Risk | High Volatility
JUBLFOOD_01082025192521_JFLBRSR01082025,0.6263000000000001,0.6878,0.6406000000000001,0.0,0.0,0.0,0.6263000000000001,0.6878,0.6406000000000001,0.093945,0.10316999999999998,0.09609000000000001,9.7341,Low,Greenwashing Risk
SAPPHIRE FOODS INDIA LTD,0.7508,0.7088,0.6598999999999999,0.0,0.0,0.0,0.7508,0.7088,0.6598999999999999,0.11262000000000003,0.10632,0.09898499999999999,9.725825000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
ADITYA BIRLA CAPITAL LTD - 23 - 24,0.738,0.6481,0.7574,0.0,0.0,0.0,0.738,0.6481,0.7574,0.11070000000000002,0.09721500000000002,0.11361000000000002,9.724715000000002,Low,Greenwashing Risk | High Volatility
SHYAMMETL_04082025173106_BRSR04082025,0.8618000000000001,0.5556,0.6491,0.0,0.0,0.0,0.8618000000000001,0.5556,0.6491,0.12927000000000005,0.08334,0.09736500000000003,9.705545000000003,Low,Greenwashing Risk | High Volatility
AMBUJA CEMENTS LTD,0.1,0.1,0.1,0.2689,0.0,0.0,-0.16889999999999997,0.1,0.1,0.20134,0.015000000000000006,0.015000000000000006,9.69896,High,Low Disclosure
AJANTA PHARMA LTD_22_23,0.6413,0.6319,0.6739,0.0,0.0,0.0,0.6413,0.6319,0.6739,0.09619500000000003,0.09478500000000004,0.10108500000000001,9.698040000000002,Low,Greenwashing Risk
Angel One,0.6735,0.5903,0.6639,0.0,0.0,0.0,0.6735,0.5903,0.6639,0.10102500000000003,0.08854500000000001,0.099585,9.679620000000003,Low,Greenwashing Risk
HBL ENGINEERING LTD,0.8248000000000001,0.622,0.6215999999999999,0.0,0.0,0.0,0.8248000000000001,0.622,0.6215999999999999,0.12372000000000002,0.09330000000000002,0.09323999999999999,9.666980000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
Uno Minda IAR 2024-25_Final BRSR,0.7781999999999999,0.5845,0.7482,0.0,0.0,0.0,0.7781999999999999,0.5845,0.7482,0.11673000000000003,0.087675,0.11223,9.659795,Low,Greenwashing Risk | High Volatility
KIRLOSKAR OIL ENGINES LTD,0.1,0.1,0.1,0.0555,0.0,0.3628,0.044500000000000005,0.1,-0.26280000000000003,0.062175,0.015000000000000006,0.25768,9.642700000000001,High,Low Disclosure
INDIAMART INTERMESH LTD,0.6843,0.6013000000000001,0.6212,0.0,0.0,0.0,0.6843,0.6013000000000001,0.6212,0.10264500000000001,0.09019500000000003,0.09318000000000001,9.641925,Low,Greenwashing Risk | Low Coverage
Ambuja Cements,0.8395,0.484,0.7558,0.0,0.0,0.0,0.8395,0.484,0.7558,0.12592500000000004,0.0726,0.11337000000000003,9.625550000000002,Low,Greenwashing Risk | High Volatility
COMPUTER AGE MANAGEMENT SERVICE LTD (CAMS),0.6638,0.6112,0.6403,0.0,0.0,0.0,0.6638,0.6112,0.6403,0.09956999999999999,0.09168000000000001,0.09604500000000002,9.624285000000002,Low,Greenwashing Risk
AU SMALL FINANCE BANK LTD_24_25,0.7073999999999999,0.6636,0.7643000000000001,0.0,0.0,0.0,0.7073999999999999,0.6636,0.7643000000000001,0.10611000000000001,0.09954000000000002,0.11464500000000002,9.620705000000003,Low,Greenwashing Risk | High Volatility
MINDAIND1_14072025151936_BRSR,0.7729,0.5805,0.7487999999999999,0.0,0.0,0.0,0.7729,0.5805,0.7487999999999999,0.11593500000000004,0.08707500000000001,0.11231999999999998,9.608465000000002,Low,Greenwashing Risk | High Volatility
APL APOLLO TUBES LTD_23_24,0.8143,0.5703,0.6877,0.0,0.0,0.0,0.8143,0.5703,0.6877,0.122145,0.08554500000000001,0.103155,9.60515,Low,Greenwashing Risk | High Volatility
THERMAXNSE_05072025160145_SEIntimationBRSR2024-25,0.8306,0.48960000000000004,0.758,0.0,0.0,0.0,0.8306,0.48960000000000004,0.758,0.12459000000000003,0.07344,0.11370000000000002,9.601100000000002,Low,Greenwashing Risk | High Volatility
TVSMOTOR_26072025145916_BSENSETVSMBRSR2025,0.7434000000000001,0.6722,0.6849,0.0,0.0,0.0,0.7434000000000001,0.6722,0.6849,0.11151,0.10083,0.10273499999999999,9.600545,Low,Greenwashing Risk | High Volatility
NIPPON LIFE INDIA ASSET,0.8084,0.5373,0.7372,0.0,0.0,0.0,0.8084,0.5373,0.7372,0.12126000000000003,0.080595,0.11057999999999998,9.598385000000002,Low,Greenwashing Risk | High Volatility
ADANI TOTAL GAS LTD - 24 - 25,0.7939,0.5367000000000001,0.7634000000000001,0.0,0.0,0.0,0.7939,0.5367000000000001,0.7634000000000001,0.11908500000000005,0.08050500000000002,0.11451000000000006,9.598145000000004,Low,Greenwashing Risk | High Volatility
GILLETTE INDIA LTD,0.6158,0.5376,0.6114999999999999,0.0155,0.006,0.0,0.6003000000000001,0.5316,0.6114999999999999,0.105545,0.08574000000000001,0.091725,9.595045,High,Greenwashing Risk
CUMMINSIND_15072025211448_SignedBRSRIntimationFY2425,0.7794,0.5835,0.7295,0.0,0.0,0.0,0.7794,0.5835,0.7295,0.11691000000000004,0.08752500000000002,0.109425,9.592940000000002,Low,Greenwashing Risk | High Volatility
LLOYDSME_17062025145727_20250509_Intimation_of_BRSR,0.7927,0.6615000000000001,0.6049,0.0,0.0,0.0,0.7927,0.6615000000000001,0.6049,0.11890500000000004,0.09922500000000004,0.09073500000000001,9.576170000000003,Low,Greenwashing Risk | High Volatility
SUNDARMFIN_27062025200618_BRSR_PDF,0.7874,0.55,0.7514,0.0,0.0,0.0,0.7874,0.55,0.7514,0.11811000000000002,0.08250000000000002,0.11271,9.572090000000001,Low,Greenwashing Risk | High Volatility
MRF_14072025170908_BRSRFINAL,0.8120999999999999,0.5545,0.6984,0.0,0.0,0.0,0.8120999999999999,0.5545,0.6984,0.12181500000000003,0.083175,0.10475999999999999,9.557285000000002,Low,Greenwashing Risk | High Volatility
VGUARD4321_12072025193341_BRSR_Intimation,0.8097,0.5785,0.6723,0.0,0.0,0.0,0.8097,0.5785,0.6723,0.12145500000000001,0.08677500000000002,0.10084499999999999,9.55517,Low,Greenwashing Risk | High Volatility
ZYDUS LIFESCIENCES LTD,0.8001,0.5182,0.7606999999999999,0.0,0.0,0.0,0.8001,0.5182,0.7606999999999999,0.12001500000000004,0.07773000000000002,0.11410500000000001,9.542915000000002,Medium,Greenwashing Risk | High Volatility
NHPC_08082025202148_Intimation_BRSR_202425,0.8151,0.544,0.7005,0.0,0.0,0.0,0.8151,0.544,0.7005,0.12226500000000004,0.0816,0.105075,9.536135000000002,Low,Greenwashing Risk | High Volatility
PETRONET_30082025110848_IntimationSEBRSRsigned,0.7951,0.6111,0.65,0.0,0.0,0.0,0.7951,0.6111,0.65,0.11926500000000004,0.091665,0.0975,9.526775000000002,Low,Greenwashing Risk | High Volatility
CGPOWER_03072025103749_Disclosure_BRSR_2024_25,0.7365999999999999,0.6152000000000001,0.747,0.0,0.0,0.0,0.7365999999999999,0.6152000000000001,0.747,0.11048999999999998,0.09228000000000003,0.11205000000000001,9.523489999999999,Low,Greenwashing Risk | High Volatility
NESTLEIND1_27062025152549_Nestle_India_BRSR,0.7086,0.6797,0.7158,0.0,0.0,0.0,0.7086,0.6797,0.7158,0.10629000000000002,0.10195500000000002,0.10737000000000002,9.521615000000002,Low,Greenwashing Risk | High Volatility
APAR INDUSTRIES LTD_23_24,0.7373000000000001,0.7506999999999999,0.5749,0.0,0.0,0.0,0.7373000000000001,0.7506999999999999,0.5749,0.110595,0.11260500000000001,0.086235,9.51281,Low,Greenwashing Risk | High Volatility
POWERGRID1_03082025201817_BRSRfinal,0.6698999999999999,0.5734,0.6445000000000001,0.0,0.0,0.0,0.6698999999999999,0.5734,0.6445000000000001,0.10048499999999999,0.08601,0.09667500000000001,9.504525,Low,Greenwashing Risk
Indigo1_26072025105314_BRSR,0.736,0.5987,0.7628,0.0,0.0,0.0,0.736,0.5987,0.7628,0.1104,0.08980500000000002,0.11442000000000005,9.502055000000002,Low,Greenwashing Risk | High Volatility
Tata Consumer products ltd,0.8559,0.5434,0.6199,0.0,0.0,0.0,0.8559,0.5434,0.6199,0.128385,0.08151,0.09298500000000001,9.500375,Low,Greenwashing Risk | High Volatility
INTELLECT DESIGN ARENA LTD,0.6774,0.7502,0.6745,0.0,0.0,0.0,0.6774,0.7502,0.6745,0.10161000000000003,0.11253000000000002,0.10117499999999999,9.488645000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
TATA TECHNOLOGIES,0.8154,0.4675,0.7813,0.0,0.0,0.0,0.8154,0.4675,0.7813,0.12231,0.07012500000000002,0.11719500000000002,9.48539,Low,Greenwashing Risk | High Volatility
FLUOROCHEM_04092025184026_BRSR,0.7755,0.5629,0.7332,0.0,0.0,0.0,0.7755,0.5629,0.7332,0.11632500000000004,0.08443500000000001,0.10998,9.485285000000003,Low,Greenwashing Risk | High Volatility
LTTS_23052025220125_BRSR_Extract,0.7145999999999999,0.6239,0.7639,0.0,0.0,0.0,0.7145999999999999,0.6239,0.7639,0.10719000000000001,0.093585,0.11458500000000005,9.482120000000002,Low,Greenwashing Risk | High Volatility
